9079660, 2625974, 2363916, 2002269, 1978946, 1824455, 1948650, 2259754, 1606032, 1587331, 1464600, 1372346, 1498531, 1450751, 1340553, 1151834, 1147229, 1072179, 1318743, 982129, 1080008, 944563, 909744, 825467, 750598, 825976, 872984, 882704, 754298, 718032, 733032, 848904, 703097, 716074, 758295, 726486, 716732, 659594, 614527, 652702, 584774, 509872, 615629, 542866, 519642, 517849, 552389, 552685, 588738, 556418, 
4687241, 2987046, 2195181, 1964045, 1785277, 1673352, 1630506, 1578302, 1557775, 1407478, 2007367, 1329319, 1253562, 1191341, 1026669, 934958, 1067475, 1234088, 960352, 821026, 951718, 733361, 756272, 769561, 744841, 871322, 788032, 725564, 818197, 896914, 672357, 625054, 601485, 644511, 611090, 749199, 619856, 509559, 489823, 497142, 476615, 402026, 418144, 432799, 437898, 521434, 504971, 597521, 491533, 553688, 
