6026659, 2321203, 1904258, 1944028, 2505941, 1867482, 1469782, 1470637, 1356031, 1312412, 1096029, 1139648, 1162739, 1069943, 1002804, 936948, 1000239, 846718, 1016060, 760763, 906586, 780434, 780006, 715006, 680795, 607242, 678229, 775729, 618360, 575596, 779151, 1024614, 672243, 667111, 947639, 615367, 897605, 884349, 777013, 539675, 430201, 366911, 426780, 386155, 557208, 360924, 403260, 463984, 420366, 334410, 
33096808, 2061201, 2509362, 1726362, 1768698, 1636132, 1571986, 2137320, 1676757, 1324813, 1179417, 1161885, 1262807, 1096456, 997245, 975863, 949350, 810369, 1154614, 744512, 949778, 888198, 913856, 715861, 643163, 627768, 721420, 715006, 641025, 560202, 714150, 954482, 883494, 833033, 579018, 517011, 686782, 735104, 651716, 513589, 988692, 396846, 530267, 391714, 387438, 368622, 621781, 551221, 756058, 684216, 
32383941, 2256630, 2153997, 1750310, 1867910, 1503565, 1560013, 1356031, 1328234, 1358596, 1403071, 1284616, 1086620, 1029745, 1116127, 1117411, 936521, 923691, 1033166, 990403, 1155042, 757769, 738526, 716716, 623492, 635465, 959186, 924547, 1009219, 885632, 803954, 752210, 875368, 788987, 489642, 651716, 565334, 662835, 667966, 402405, 413951, 358786, 507602, 375891, 363490, 617505, 522569, 524708, 409674, 352799, 
12837602, 3331277, 2966076, 2829233, 2523902, 2391335, 2375512, 2194623, 1921364, 2006891, 1136654, 1243563, 1084054, 1516394, 1215339, 1010501, 806520, 864677, 1248267, 687209, 916849, 927540, 942508, 731256, 681223, 589709, 1171720, 1057113, 1031028, 936093, 1001094, 964316, 926685, 831322, 1069087, 814217, 877079, 411385, 515728, 369049, 396417, 341252, 627768, 754348, 668821, 651716, 620070, 710302, 726979, 423358, 
6226793, 2353703, 1784521, 1633566, 1621592, 1580539, 1462512, 1360735, 1282905, 1675046, 1284615, 1164877, 1221325, 1085338, 967738, 915566, 957475, 833460, 970303, 830039, 867244, 1128101, 728690, 704315, 640597, 994252, 813362, 767177, 575597, 565334, 720565, 875796, 556353, 524281, 1049844, 530695, 522570, 422503, 465695, 449872, 570465, 366056, 466550, 383589, 389576, 420365, 382306, 422075, 394279, 329706, 
6023666, 2272880, 1942318, 1621165, 1728928, 1565144, 1482611, 1391952, 1202082, 1267511, 1252543, 1186260, 1032310, 1096884, 1123825, 991258, 909580, 966455, 1072936, 789841, 875796, 735960, 760335, 723130, 691486, 729545, 708164, 756059, 573458, 662406, 691058, 591847, 537965, 598689, 490925, 528129, 604676, 466550, 524708, 437471, 424213, 397273, 509741, 528129, 695334, 689348, 839875, 766750, 645728, 407536, 
6580020, 3352658, 2221564, 1687020, 1884587, 1555736, 1583104, 1534354, 1401360, 1320964, 1117838, 1116128, 1304714, 1662217, 1828139, 1526229, 1420603, 1368005, 1570275, 943790, 857836, 750499, 785138, 845435, 765895, 628624, 765894, 716717, 613656, 525136, 571321, 1037870, 581156, 652999, 841586, 740664, 551221, 561912, 506747, 754776, 922837, 778296, 945929, 756914, 708591, 780434, 669676, 830895, 673525, 746223, 
6112614, 2433243, 2149294, 1666493, 1585670, 1415472, 1476624, 1403070, 1255109, 1218760, 1108002, 1151621, 1083627, 1004514, 1155469, 1012639, 992541, 884777, 971586, 742802, 842441, 883066, 960468, 740664, 679512, 635893, 719710, 743229, 657703, 585432, 700039, 874514, 512307, 606386, 565761, 517439, 521287, 475958, 491780, 419082, 439609, 380595, 422076, 378457, 543524, 375036, 390431, 400694, 465267, 349805, 
6084391, 2301103, 2853608, 1771264, 1704553, 1521953, 1581822, 1415044, 1331656, 1270931, 1280767, 1193529, 1157181, 1167016, 1013495, 989120, 1321392, 1086193, 1097311, 832606, 812506, 750927, 725696, 812079, 647439, 658985, 742802, 841586, 631617, 609380, 646156, 617505, 567471, 596123, 545234, 643591, 682933, 475958, 486221, 492207, 450299, 475957, 505892, 420793, 394279, 422076, 454148, 447307, 415233, 641880, 
6012547, 2480711, 2183077, 2279294, 1620736, 1502709, 1373563, 1420603, 1338070, 1467216, 1314977, 1120404, 1043001, 986126, 1037015, 909152, 1000666, 861684, 1332938, 797967, 885205, 703459, 707736, 711157, 622636, 641881, 1277346, 994251, 534116, 598261, 594840, 901454, 919415, 931817, 858691, 547373, 427208, 439181, 492208, 587143, 411813, 394279, 403687, 372898, 382305, 356220, 352799, 393852, 455003, 353226, 
